-705, -467, 1035
-685, -432, 1018
-676, -429, 1009
-598, -407, 1019
-526, -351, 1007
-528, -340, 955
-558, -365, 943
-548, -354, 968
-503, -308, 995
-468, -259, 1009
-460, -229, 1002
-452, -223, 1019
-441, -237, 981
-406, -233, 921
-406, -233, 921
-383, -220, 910
-402, -234, 948
-423, -246, 976
-412, -235, 980
-391, -226, 929
-402, -249, 899
-437, -280, 874
-437, -279, 865
-418, -254, 800
-430, -261, 696
-478, -267, 617
-613, -411, 432
-613, -411, 432
-661, -404, 546
-703, -411, 699
-821, -429, 510
-693, -486, 287
-754, -378, 571
-706, -292, 419
-951, -661, 275
-969, -593, 533
-860, -431, 554
-860, -494, 490
-873, -500, 657
-873, -500, 657
-937, -587, 666
-1031, -641, 747
-1009, -607, 794
-906, -522, 790
-893, -560, 885
-900, -611, 859
-873, -590, 808
-811, -574, 740
-738, -538, 709
-716, -541, 698
-685, -547, 655
-639, -537, 611
-639, -537, 611
-602, -506, 581
-583, -494, 530
-571, -497, 488
-522, -472, 496
-464, -436, 498
-409, -409, 486
-377, -404, 445
-371, -416, 397
-390, -454, 376
-395, -477, 373
-383, -475, 351
-,-,-
-640, -719, 410
-689, -717, 410
-710, -731, 397
-708, -739, 385
-694, -737, 352
-682, -716, 313
-695, -725, 269
-719, -745, 234
-730, -752, 208
-703, -736, 209
-703, -736, 209
-674, -722, 263
-671, -727, 286
-667, -739, 312
-658, -739, 315
-662, -748, 368
-625, -709, 427
-556, -646, 493
-474, -578, 618
-416, -542, 633
-383, -568, 690
-360, -538, 721
-360, -538, 721
-331, -489, 787
-303, -481, 860
-240, -441, 857
-195, -403, 829
-191, -420, 772
-259, -468, 687
-336, -512, 633
-407, -543, 584
-420, -544, 528
-387, -521, 494
-358, -489, 443
-358, -489, 443
-366, -452, 417
-364, -412, 437
-331, -348, 456
-287, -320, 457
-316, -349, 470
-435, -419, 490
-549, -482, 551
-578, -475, 648
-564, -442, 703
-568, -433, 732
-599, -442, 768
-599, -442, 768
-644, -446, 848
-656, -458, 888
-643, -437, 887
-666, -443, 930
-757, -480, 956
-771, -500, 992
-723, -473, 995
-661, -431, 967
-696, -431, 933
-739, -437, 953
-731, -436, 960
-641, -414, 953
-641, -414, 953
-552, -357, 895
-536, -333, 870
-567, -337, 916
-571, -324, 981
-548, -299, 998
-507, -272, 995
-465, -246, 974
-415, -225, 955
-357, -204, 954
-324, -187, 913
-301, -173, 881
-301, -173, 881
-268, -150, 837
-289, -147, 794
-406, -210, 791
-501, -292, 787
-550, -290, 730
-606, -318, 665
-662, -340, 626
-723, -380, 619
-761, -395, 577
-766, -405, 508
-750, -411, 444
-750, -411, 444
-737, -381, 389
-792, -431, 396
-836, -447, 461
-880, -476, 507
-867, -451, 492
-865, -448, 516
-884, -474, 529
-934, -516, 602
-964, -550, 654
-995, -590, 711
-1020, -623, 788
-1003, -596, 809
-960, -555, 820
-960, -555, 820
-918, -538, 818
-886, -549, 787
-844, -547, 731
-813, -554, 698
-787, -545, 648
-764, -542, 614
-729, -525, 604
-704, -512, 608
-698, -505, 571
-671, -490, 541
-621, -467, 517
-621, -467, 517
-567, -433, 469
-499, -404, 435
-431, -383, 376
-369, -372, 297
-310, -382, 281
-278, -378, 268
-308, -427, 290
-389, -491, 314
-432, -493, 321
-,-,-
-705, -709, 371
-724, -709, 297
-721, -685, 286
-727, -688, 299
-735, -684, 288
-747, -689, 281
-759, -701, 264
-761, -729, 257
-761, -729, 257
-750, -743, 274
-751, -747, 252
-736, -745, 279
-701, -743, 312
-657, -729, 326
-611, -718, 331
-566, -707, 363
-499, -659, 402
-453, -618, 472
-444, -588, 527
-415, -556, 628
-415, -556, 628
-363, -491, 700
-327, -443, 737
-327, -439, 758
-332, -430, 798
-361, -445, 800
-377, -456, 753
-385, -446, 718
-399, -460, 678
-399, -471, 606
-389, -475, 540
-396, -498, 460
-396, -498, 460
-421, -490, 414
-412, -467, 439
-403, -415, 431
-388, -387, 420
-384, -398, 391
-408, -416, 379
-438, -417, 450
-523, -403, 498
-603, -396, 592
-636, -387, 648
-585, -362, 691
-585, -362, 691
-571, -341, 751
-637, -331, 774
-739, -378, 790
-773, -450, 859
-763, -443, 901
-777, -441, 923
-803, -418, 930
-814, -439, 966
-781, -422, 970
-709, -407, 965
-612, -367, 919
-606, -353, 900
-606, -353, 900
-663, -365, 935
-668, -373, 1013
-634, -335, 1073
-599, -278, 1083
-582, -249, 1062
-564, -225, 1054
-531, -197, 1056
-487, -183, 1018
-465, -163, 963
-444, -140, 922
-418, -95, 883
-438, -165, 747
-447, -175, 872
-433, -99, 801
-433, -99, 801
-498, -149, 639
-641, -286, 697
-664, -296, 713
-620, -242, 587
-733, -313, 425
-739, -235, 555
-711, -396, 622
-821, -560, 419
-939, -332, 575
-937, -458, 246
-995, -498, 335
-995, -498, 335
-816, -394, 530
-874, -472, 450
-845, -407, 462
-806, -366, 432
-839, -431, 436
-880, -458, 521
-950, -502, 615
-1018, -548, 700
-1042, -550, 728
-1053, -555, 749
-832, -325, 706
-706, -297, 414
-1385, -927, 763
-1257, -695, 1085
-931, -316, 744
-931, -316, 744
-872, -358, 496
-883, -492, 406
-844, -502, 597
-748, -484, 590
-708, -482, 484
-687, -454, 437
-626, -439, 353
-562, -421, 301
-525, -382, 360
-494, -382, 383
-431, -362, 367
-431, -362, 367
-395, -348, 319
-383, -376, 294
-398, -429, 268
-449, -467, 273
